"att1Twfe","att2Twfe","att3Twfe","att4Twfe","att1Dcdh","att2Dcdh","att3Dcdh","att4Dcdh"
1.23656749725342,3.63932800292969,1.15737009048462,10.0365295410156,2.00224568542949,3.75612400846197,0.563228080596888,1.14800630022712
1.42080688476562,0.869522094726562,-1.06317138671875,-2.49130249023438,2.03509616267116,3.70071425667337,0.569705799178822,1.17841405608579
1.65874939391193,2.40448126640832,-0.130794307919999,1.04096039786599,2.01094430760866,3.8282975022586,0.588517359347445,1.33230471941885
1.67039741359824,2.3232064243794,-0.277006016337253,1.07498171444969,1.98686987734644,3.75382604373217,0.602930233794094,1.14945768663188
1.52792358398438,1.28239440917969,-0.711002349853516,-2.06781005859375,1.95596145000183,3.87187929812375,0.677186108304144,1.2265619624799
1.03539276123047,1.13935852050781,-0.73101806640625,-1.51642608642578,1.98973933503523,3.73774708020892,0.516745684038952,1.28992757555361
1.58842029643539,2.34403988442824,-0.129536624543858,1.24796898909769,1.98279071705593,3.78566688739512,0.575581732633301,1.26768773136999
1.68024164270407,2.37794624139798,0.0635806270715066,0.984063648835556,2.0048105576983,3.73951689551002,0.499643053254662,1.18043183390001
0.979854583740234,1.64940452575684,-0.297822952270508,0.405424118041992,2.00135793442435,3.78834378021602,0.546926093120622,1.28233472700503
1.1085205078125,2.00680541992188,-0.16986083984375,0.360137939453125,1.95871712907356,3.81437377941609,0.641460245438171,1.28944168636353
1.64157104492188,1.46279907226562,-0.869766235351562,-2.00942993164062,1.97839503616167,3.78070124174119,0.581898885611957,1.23077941170971
0.560461521148682,2.16620302200317,-0.0496256947517395,3.81124830245972,1.96372751241992,3.88643988946319,0.557359126853065,1.43506383039595
1.29467475414276,1.85297548770905,-0.360120177268982,0.0762283205986023,2.02846645497438,3.75465985221987,0.576190719852256,1.38811470458484
1.36475372314453,1.57073593139648,-0.757244110107422,-1.92742919921875,2.01516955711059,3.73234011495097,0.57452916443436,1.2420253355038
0.936127543449402,0.902758598327637,-0.99785796366632,-3.21795177459717,1.99408387784193,3.72132909123527,0.492581485002185,1.21792070673698
1.6091260581508,2.27519950933574,-0.0261536047074372,1.03211663387216,1.96958745453962,3.72713837828178,0.510179950803972,1.18915605426633
1.24746704101562,1.36438751220703,-0.674739837646484,-1.48210906982422,2.04020033384295,3.79277906938119,0.622332654327686,1.28651494802786
1.71220012485374,2.42180179956638,0.00673777683822946,1.07578468663441,2.01542988134406,3.82975705731181,0.594845286254709,1.30378068159753
1.7826101060871,2.44562117120337,-0.291178242628234,1.15977729248555,2.01543038932545,3.82645996060926,0.538699267380946,1.2968215492659
1.75375347063975,2.36789169353507,-0.302597580154752,0.97038904745504,2.04003606868888,3.79360152046727,0.625924359746712,1.24801355237936
1.68388425501536,2.47281148996324,-0.100501317771622,1.31392409127674,1.99158940798962,3.89413296306513,0.514791172894003,1.38232565785642
1.73123697823848,2.39062694736057,-0.403651565172034,1.08149034291803,1.99500050046582,3.76241245099587,0.446422518770578,1.2651372649562
1.67327312296872,2.38483825405637,-0.395620018294995,0.902389983507953,1.96842233916912,3.75584130834014,0.591817358848292,1.21725008814221
1.24094724655151,2.59107732772827,0.206312894821167,1.89522171020508,2.00419505563562,3.79928539012216,0.552073605752997,1.25775747078257
1.66829380978566,2.30460346705406,-0.0104367302773606,1.00566080372367,1.978732505133,3.70419717793902,0.496175360045672,1.17504666590424
1.36871337890625,2.36895751953125,-0.155807495117188,0.207183837890625,1.96199431106754,3.77863611606413,0.485407728337217,1.29032336402404
1.87731766700745,3.0936803817749,-0.0694442987442017,0.452761173248291,1.96432387681995,3.69613939242889,0.535683028601171,1.19970063316771
1.18853813782334,2.02484133839607,-0.117824982851744,2.03688071668148,2.03636402412179,3.91275785447888,0.591512110219379,1.40776793018975
1.63408897374441,2.46759511279843,-0.398278154435823,0.89339112511764,1.99354403274204,3.88534510399988,0.644343395995855,1.36967906165909
1.28008270263672,1.35900783538818,-0.904924631118774,-2.90916109085083,2.00210860694957,3.729800007538,0.545033633590633,1.22461035868162
1.76936128703242,2.29179747434174,0.0672813423087776,1.04034582299144,2.02393531507358,3.81665463101314,0.586066765271762,1.24477039372947
1.70984353811638,2.30162860396508,-0.376416134712687,0.928031615984524,1.9888020590953,3.71625446654556,0.542135309516064,1.21830102221237
1.66688537597656,1.50889587402344,-0.832870483398438,-2.0980224609375,2.06116055649952,3.81422577625683,0.576002035995923,1.32648916930716
1.74176025390625,2.7154541015625,-0.26361083984375,-0.3941650390625,2.00893882340265,3.77877539011824,0.535949208894688,1.25709244032132
1.19650423526764,2.29764688014984,-0.638158768415451,-2.49979394674301,1.97248546557412,3.78258705478264,0.492648744945733,1.24850846585599
1.29714965820312,1.31907653808594,-0.879592895507812,-2.61175537109375,2.00176051287173,3.80038141704564,0.514860298639805,1.23234103013803
1.08822631835938,0.872161865234375,-0.79986572265625,-1.80862426757812,1.96557406925409,3.79933758496237,0.570412129275447,1.37742774031747
0.951665937900543,0.94200474023819,-0.908241093158722,-3.96493273973465,1.96864626162731,3.81503863612943,0.599758190102697,1.35454279889418
1.14447021484375,-1.0113525390625,-1.63871765136719,-4.36376953125,1.99955530319712,3.76631170750924,0.526367184844283,1.25522652714707
3.294921875,3.5728759765625,0.2210693359375,-1.26220703125,2.00495324668691,3.72024397880633,0.572596511150335,1.28708400994744
1.57837452505048,2.40674850363472,-0.192912389820432,1.28200662177897,1.99402152166648,3.82459371308055,0.538987104223034,1.29818947937382
1.41485595703125,1.16134643554688,-0.886764526367188,-1.99433898925781,1.98201655429664,3.76728689408195,0.491878296084439,1.20985956143952
1.50635075569153,3.07227385044098,0.0430896282196045,3.27121472358704,1.97943819620707,3.80813555145778,0.656293754667744,1.17124143699446
1.193115234375,1.22752380371094,-0.88778018951416,-1.85547637939453,1.98473561646872,3.85053681548529,0.517099156182293,1.2564127479012
